item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q1066948,Ghost in the Shell,1995 film by Mamoru Oshii,Ghost in the Shell,film d'animazione del 1995 diretto da Mamoru Oshii,Anime,entity
Q106696133,Kawaii dake ja Nai Shikimori-san,Japanese anime television series,Shikimori's Not Just a Cutie,serie anime,Anime,entity
Q106707387,The Deer King,2021 anime film directed by Masashi Ando and Masayuki Miyaji,The Deer King - Il re dei cervi,film d'animazione del 2021,Anime,entity
Q1069002,Eden of the East,Japanese anime television series,Higashi no Eden,serie televisiva anime trasmessa dal 9 aprile al 16 giugno 2009,Anime,entity
Q106925866,Is This a Zombie?,Japanese anime television series,Kore wa zombie desu ka?,serie anime,Anime,entity
Q106984390,Lupin the Third Part 6,Japanese anime television series,Lupin III - Una storia senza fine,Sesta serie televisiva dedicata a Lupin III,Anime,entity
Q107015800,Baka and Test,Japanese anime television series,Baka to test to shōkanjū,serie anime,Anime,entity
Q107046350,Dragon Quest: The Adventure of Dai,1991 Japanese anime television series,Dragon Quest,serie anime del 1991,Anime,entity
Q107047182,Dragon Quest: The Adventure of Dai,2020 Japanese anime television series,Dragon Quest: L'avventura di Dai,serie anime del 2020,Anime,entity
Q107056707,Aria the Scarlet Ammo,Japanese anime television series,Hidan no Aria,serie anime,Anime,entity
Q107093027,Supercrooks,2021 anime series,Super ladri,serie animata giapponese del 2021,Anime,entity
Q107093148,Ghost Sweeper Mikami,Japanese anime television series,Una miss scacciafantasmi,serie anime,Anime,entity
Q107093149,Ghost Sweeper Mikami,Japanese anime film,Ghost Sweeper Mikami - La resurrezione di Nosferatu,film d'animazione del 1994 diretto da Atsutoshi Umezawa,Anime,entity
Q107107189,Samurai Deeper Kyo,Japanese anime television series,Samurai Deeper Kyo,serie anime,Anime,entity
Q107108796,Nanaka 6/17,Japanese anime television series,Nanaka - Ma quanti anni hai?,serie anime,Anime,entity
Q107130536,My Hero Academia: World Heroes' Mission,2021 film directed by Kenji Nagasaki,My Hero Academia: World Heroes' Mission,film d'animazione del 2021 diretto da Kenji Nagasaki,Anime,entity
Q1072208,The Wonderful Adventures of Nils,Japanese anime television series,Nils Holgersson,serie televisiva anime,Anime,entity
Q1072777,Children Who Chase Lost Voices,2011 film by Makoto Shinkai,Viaggio verso Agartha,film di animazione del 2011 diretto da Makoto Shinkai,Anime,entity
Q107333474,Fortune Favors Lady Nikuko,2021 film directed by Ayumu Watanabe,La fortuna di Nikuko,film del 2021 diretto da Ayumu Watanabe,Anime,entity
Q107350075,Kashimashi: Girl Meets Girl,Japanese anime television series,Kashimashi: Girl Meets Girl,serie anime,Anime,entity
Q1073660,Tamayura,2010 anime OVA series by Junichi Satou,Tamayura,manga di Jun'ichi Satō e Momo,Anime,entity
Q107377427,The Seven Deadly Sins: Cursed by Light,2021 film directed by Takayuki Hamana,The Seven Deadly Sins: Cursed by Light,film del 2021 diretto da Takayuki Hamana,Anime,entity
Q107388993,Jarinko Chie,1981 film directed by Isao Takahata,Jarinko Chie,film del 1981 diretto da Isao Takahata,Anime,entity
Q107448055,Miss Kobayashi's Dragon Maid,Japanese anime television series,Miss Kobayashi's Dragon Maid,serie televisiva anime,Anime,entity
Q107502280,Amnesia,Japanese anime television series,Amnesia,videogioco del 2011,Anime,entity
Q107522627,Kamigami no Asobi,Japanese anime television series,Kamigami no Asobi,videogioco del 2013,Anime,entity
Q107525122,Tropical-Rouge! Pretty Cure the Movie: The Snow Princess and the Miraculous Ring!,2021 film directed by Junji Shimizu,Eiga Tropical-Rouge! Pretty Cure - Yuki no princess to kiseki no yubiwa!,film del 2021 diretto da Junji Shimizu,Anime,entity
Q107533884,La Corda d'Oro,Japanese anime series,La Corda d'oro,serie anime,Anime,entity
Q107555881,Parallel World Pharmacy,Japanese anime television series,Parallel World Pharmacy,serie televisiva anime,Anime,entity
Q107612221,Summer Time Rendering,Japanese anime television series,Summer Time Rendering,serie anime,Anime,entity
Q112110,emblem,"abstract or representational pictorial image that represents a concept, like a moral truth, or an allegory, or a person, like a king or saint",emblema,immagine che incarna un concetto o rappresenta una persona,Visual_Arts,concept
Q368972,lacquerware,decorative work using lacquer,Lacca,tecnica decorativa,Visual_Arts,concept
Q429785,poster,type of graphical image created to promote something or as a decoration; publication type,manifesto,qualsiasi pezzo di carta stampata progettato per essere fissato ad una parete o superficie verticale,Visual_Arts,concept
Q425382,Hilya,artwork depicting the appearance of character of Muhammad,Hilya,genere di letteratura araba,Visual_Arts,concept
Q46686,reredos,"altarpiece, screen or decoration behind the altar in a church",dossale,oggetto artistico destinato alla parte posteriore dell'altare,Visual_Arts,concept
Q20460,crucifix,cross with an image or artwork of Jesus on it,crocifisso,rappresentazione di Gesù Cristo messo in croce,Visual_Arts,concept
Q178401,amphora,type of storage container,anfora,tipo di vaso di terracotta a due manici,Visual_Arts,concept
Q1062404,artist's book,work of art realized in the form of a book,libro d'arte,lavoro artistico realizzato sotto forma di libro,Visual_Arts,concept
Q193097,ASCII art,visual art genre using plain-text characters (any character set) to draw pictures,ASCII art,mezzo artistico che si basa principalmente sui computer come supporto di presentazione,Visual_Arts,concept
Q20437094,installation artwork,"three-dimensional work of art, usually from various materials and larger than a sculpture. For the art genre, use Q212431.",installazione,genere di arte visiva sviluppatosi in epoca postmoderna,Visual_Arts,concept
Q15711026,altarpiece,"artwork (painting, sculpture or relief) behind the altar",pala d'altare,opera pittorica o scultorea sull'altare o staccato dal muro,Visual_Arts,concept
Q11424,film,"sequence of images that give the impression of movement, stored on film stock",film,sequenza di immagini dette fotogrammi,Visual_Arts,concept
Q178659,illustration,graphic image printed with or inserted in the text of a publication as an embellishment or to complement or elucidate the text,illustrazione,"rappresentazione visiva che può avere la forma di un disegno, un dipinto, un fotomontaggio",Visual_Arts,concept
Q22075301,textile artwork,artwork created from textile materials,opera d'arte tessile,opera d'arte basata sulla lavorazione di uno o più tessuti,Visual_Arts,concept
Q21550515,cross,"visual work in the shape of two intersecting bars, usually an upright one traversed by a horizontal one, especially used as Christian symbol",croce,"opera visuale consistente in due barre intersecate, spesso usata come simbolo cristiano",Visual_Arts,concept
Q1004,comics,creative work in which images and text convey information such as narratives,fumetto,tipo di narrazione costituita dalla compresenza di immagini e testo,Visual_Arts,concept
Q1278452,polyptych,painting or other two dimensional work divided into multiple panels,polittico,dipinto diviso in più pannelli,Visual_Arts,concept
Q262343,assemblage,art form and technique,assemblage,"tecnica artistica in cui una composizione tridimensionale viene prodotta mettendo insieme oggetti, o parti di essi, generalmente applicati ad un supporto",Visual_Arts,concept
Q6839695,micromosaic,mosaic painting that uses unusually small mosaic pieces,micromosaico,composizione pittorica ottenuta mediante tessere minuscole di smalto vitreo,Visual_Arts,concept
Q5567091,glass art,work of art which is substantially or wholly made of glass,opera d'arte in vetro,opera d'arte costituita principalmente di vetro,Visual_Arts,concept
Q623020,lithophane,"etched or molded artwork in very thin translucent porcelain, intended to be backlit",litofania,tecnica artistica,Visual_Arts,concept
Q722604,reliquary,container for religious relics,reliquiario,contenitore di reliquie,Visual_Arts,concept
Q110304307,two-dimensional visual artwork,"artwork primarily or entirely limited to two spatial dimensions; most paintings, drawings, prints, etc.",opera d'arte visiva bidimensionale,"la maggior parte dei dipinti, disegni, stampe, ecc.",Visual_Arts,concept
Q29457028,projection,image or moving images projected onto a surface,proiezione,immagine o sequenza di immagini proiettata su una superficie,Visual_Arts,concept
Q79496108,enamel,"item or artwork created using vitreous enamel, usually set in a metal framework",oggetto smaltato,"oggetto od opera d'arte creata utilizzando lo smalto vitreo, di solito su una struttura metallica",Visual_Arts,concept
Q11033,mass media,media technologies that are intended to reach a large audience by mass communication,mezzo di comunicazione di massa,mezzo di comunicazione attraverso cui è possibile diffondere un messaggio,Media,concept
Q571,book,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,libro,documento scritto costituito da un insieme di fogli stampati oppure manoscritti,Media,concept
Q41298,magazine,publication that is typically distributed at a regular interval,rivista,pubblicazione periodica,Media,concept
Q40632,infotainment,media consisting of both information and entertainment,infotainment,canale di comunicazione di massa con funzione di informazione e intrattenimento,Media,concept
Q620615,mobile app,software application designed to run on mobile devices,applicazione mobile,applicazione software destinata ad un dispositivo mobile,Media,concept
Q372222,human-readable medium,representation of data or information that can be naturally read by humans,medium leggibile da un umano,rappresentazione di un dato o informazione facilmente leggibile da un umano,Media,concept
Q37260,writing,representation of language in a textual medium; tool developed by human society,scrittura,fissazione di un significato in una forma esterna durevole,Media,concept
Q132744,fax,"method of transmitting images, often of documents",fax,servizio telefonico per la trasmissione di immagini fisse,Media,concept
Q1046817,disk storage,storage mechanisms that record data on the surface of rotating disks,Unità di memoria di massa,tipo di unità periferica,Media,concept
Q1027879,graphics,visual presentation on some surface,grafica,rappresentazione visuale su una superficie,Media,concept
Q658274,menu,list of food and drinks available at a restaurant,menù,lista di cibi e bevande,Media,concept
Q1002697,periodical,"publication type, serial publication that appears in a new edition on a regular schedule",periodico,pubblicazione a frequenza regolare,Media,concept
Q1047466,RS-485,multidrop serial communication standard,EIA RS-485,specifica ISO/OSI a livello fisico di una connessione seriale,Media,concept
Q1640824,inscription,"words, texts, lettering, or symbols marked on a work, building, or object, including texts, legends, documentation notes, or commemoration",iscrizione,testo scritto su lavori od oggetti,Media,concept
Q1209283,electronic media,media that use electronics or electromechanical energy for the audience to access the content,medium elettronico,tipo di medium,Media,concept
Q193395,recording medium,physical storage medium for recording information,supporto di memoria,dispositivo per memorizzare dati,Media,concept
Q202833,social media,virtual online communities,social media,"tecnologie che consentono di condividere in rete contenuti testuali, immagini, video e audio",Media,concept
Q17075792,poverty porn,tactics through media showing poverty to elicit sympathy,pornografia della povertà,fenomeno mediatico,Media,concept
Q16144339,cinema,art of film making and projection,cinema,arte della fotogramma e della proiezione,Media,concept
Q16744570,tablet,"plane object, usually covered with some letters or pictures",tavoletta,oggetto utilizzato per scrivere,Media,concept
Q806880,banner,"flag or other piece of cloth bearing a symbol, logo, slogan or other message",vessillo,"tipo di bandiera o altro pezzo di stoffa con un simbolo, logo o slogan",Media,concept
Q733553,channel,physical or logical connection used for transmission of information,canale,via di comunicazione o propagazione di un segnale,Media,concept
Q2462003,instant messaging client,software for sending or receiving chat messages,client di messaggistica istantanea,tipo di software,Media,concept
Q6017523,independent media,mass communication outlets not associated with governments or corporations,media indipendente,mezzo di comunicazione non associato al governo di uno stato,Media,concept
Q7189615,physical media,physical touchable media,mezzo fisico,"medium fisico, tangibile",Media,concept
Q7271585,schedule,time management tool listing times when events are intended to take place,orario,"organizzazione della sequenza temporale di eventi, specificando l'orario associato a ciascuno di essi",Media,concept
Q63241860,streaming service,service that delivers on-demand media content via the Internet,servizio di streaming,tipo di servizio,Media,concept
Q105763494,film roll,a carrier type that consists of a wound length of film,rullino di pellicola,tipo di supporto che consiste di una striscia di pellicola arrotolata,Media,concept
Q101929,immunology,branch of medicine studying the immune system,immunologia,branca della biologia che studia il sistema immunitario,Biology,entity
Q111593131,vulvoplasty,any surgical procedure that results in the construction or reconstruction of the vulva,vulvoplastica,qualsiasi procedura chirurgica che comporta la costruzione o ricostruzione della vulva,Biology,entity
Q1123139,ketosis,energy production using stored body fats as fuel when carbohydrates are not available,chetosi,malattia,Biology,entity
Q1130698,hydrobiology,science of life and life processes in water,idrobiologia,scienza della vita e dei processi vitali nell'acqua,Biology,entity
Q1138244,phytosociology,branch of ecology studying plant communities,fitosociologia,"branca della geobotanica, o fitogeografia, che consente di utilizzare le comunità vegetali",Biology,entity
Q1152227,pharmacogenomics,study of the role of the genome in drug response,Farmacogenomica,branca della biologia che studia gli effetti di un farmaco su individui portatori di un particolare genotipo,Biology,entity
Q1154231,cytochemistry,branch of cell biology,citochimica,branca della chimica che studia la chimica della cellula,Biology,entity
Q1154774,electrophysiology,study of the electrical properties of biological cells and tissues,elettrofisiologia,"branca della fisiologia che ha come studio il funzionamento dell'organismo dal punto di vista elettrico, sia in condizioni fisiologiche normali sia sotto l'influsso di un potenziale elettrico esterno.",Biology,entity
Q115926971,brainstem auditory evoked potential,electrophysiological assessment of auditory system synchrony,potenziale evocato uditivo del tronco encefalico,valutazione elettrofisiologica della sincronia del sistema uditivo,Biology,entity
Q121176,nursing,caring for people who are sick or injured,assistenza infermieristica,"attività relativa all'assistenza terapeutica, riabilitativa e preventiva rivolta all'individuo sia sani o malati",Biology,entity
Q12156616,Bühlmann decompression algorithm,algorithm for modelling of inert gases entering and leaving body tissues as pressure changes,Algoritmo Buhlmann,algoritmo di decompressione,Biology,entity
Q128406,pharmacology,branch of biology concerning drugs,farmacologia,branca della biologia che studia i farmaci,Biology,entity
Q128570,bioinformatics,"computational analysis of large, complex sets of biological data",bioinformatica,"branca della biologia che si occupa di raccogliere, archiviare ed analizzare mediante banche dati informazioni biologiche",Biology,entity
